Source,Target,Weight,Type
ALML,SMBDR,2,chemical
ALML,AVDR,3,chemical
ALML,RMDDR,1,chemical
ALML,ALML,1,chemical
ALML,PVCL,11,chemical
ALML,RMGL,3,chemical
ALML,RICL,2,chemical
ALML,CEPVL,3,chemical
ALML,BDUL,15,chemical
ALML,AVEL,3,chemical
ALML,PVCR,4,chemical
ALML,SDQL,2,chemical
ALML,RICR,3,chemical
ALML,AIML,1,chemical
DA04,VD05,21,chemical
DA04,DD02,4,chemical
DA04,VD04,11,chemical
DA04,DB02,2,chemical
PHAR,PVQR,1,chemical
PHAR,PHBR,8,chemical
PHAR,AVDR,2,chemical
PHAR,DA08,2,chemical
PHAR,AVHR,1,chemical
PHAR,DVA,6,chemical
PHAR,PHAL,11,chemical
PHAR,PHBL,3,chemical
PHAR,AVG,9,chemical
PHAR,PVPL,3,chemical
PHAR,PVQL,4,chemical
PHAR,PVT,2,chemical
RIMR,SMDDL,9,chemical
RIMR,AIBL,15,chemical
RIMR,SMDVR,3,chemical
RIMR,RIML,4,chemical
RIMR,SAAVL,11,chemical
RIMR,AVJL,4,chemical
RIMR,RMDR,12,chemical
RIMR,SAAVR,8,chemical
RIMR,RIS,2,chemical
RIMR,AVBR,12,chemical
RIMR,AVAL,9,chemical
RIMR,RMFL,1,chemical
RIMR,ADAR,9,chemical
RIMR,AVKL,1,chemical
RIMR,SMDVL,2,chemical
RIMR,SMDDR,14,chemical
RIMR,AVBL,9,chemical
RIMR,RIBR,4,chemical
RIMR,VB01,2,chemical
RIMR,RMFR,7,chemical
RIMR,RMDL,15,chemical
DVB,DD06,10,chemical
DVB,PDA,2,chemical
DVB,AVL,21,chemical
DVB,DA08,10,chemical
DVB,DVC,5,chemical
DVB,PHCL,2,chemical
DVB,PVPL,10,chemical
DVB,VD13,1,chemical
SAADL,AIBL,1,chemical
SAADL,RIML,11,chemical
SAADL,RIMR,16,chemical
SAADL,AVAL,17,chemical
SAADL,OLLR,4,chemical
SAADL,RMDVR,1,chemical
SAADL,SIBVR,1,chemical
SAADL,RIVR,1,chemical
SAADL,RIGL,1,chemical
SAADL,RMFR,1,chemical
SAADL,SABD,2,chemical
SAAVR,SMDDL,17,chemical
SAAVR,RIML,12,chemical
SAAVR,ASIR,1,chemical
SAAVR,RIMR,7,chemical
SAAVR,SAAVR,1,chemical
SAAVR,AIBR,1,chemical
SAAVR,ALNR,1,chemical
SAAVR,AVBL,1,chemical
SAAVR,SMBDL,1,chemical
SAAVR,RMEV,1,chemical
SAAVR,IL1DL,12,chemical
SAAVR,AVAR,39,chemical
SAAVR,RIPL,12,chemical
SAAVR,RIAR,1,chemical
RIS,SMDDL,1,chemical
RIS,AVER,18,chemical
RIS,CEPDL,4,chemical
RIS,CEPDR,1,chemical
RIS,SMDVR,1,chemical
RIS,RIML,10,chemical
RIS,URYVR,5,chemical
RIS,RMDDR,1,chemical
RIS,RIBL,8,chemical
RIS,AVL,9,chemical
RIS,RMDR,16,chemical
RIS,RIMR,15,chemical
RIS,RIS,3,chemical
RIS,AVKR,13,chemical
RIS,AVKL,6,chemical
RIS,OLLR,5,chemical
RIS,CEPVR,4,chemical
RIS,SMDVL,1,chemical
RIS,SMDDR,6,chemical
RIS,CEPVL,7,chemical
RIS,RMDDL,1,chemical
RIS,RIBR,18,chemical
RIS,RMEV,3,chemical
RIS,URYDR,1,chemical
RIS,AVEL,17,chemical
RIS,RMDL,10,chemical
VB05,DD03,34,chemical
VB05,VA06,2,chemical
VB05,VD06,10,chemical
PVCL,AVER,7,chemical
PVCL,AVJR,2,chemical
PVCL,DA05,1,chemical
PVCL,PDEL,1,chemical
PVCL,ADLR,2,chemical
PVCL,AVDR,11,chemical
PVCL,AVJL,3,chemical
PVCL,VB11,1,chemical
PVCL,DB03,2,chemical
PVCL,RIS,2,chemical
PVCL,PVCL,1,chemical
PVCL,AVBR,27,chemical
PVCL,DA08,2,chemical
PVCL,SMBVR,3,chemical
PVCL,AVAL,5,chemical
PVCL,DVA,4,chemical
PVCL,DB05,2,chemical
PVCL,DB04,6,chemical
PVCL,ASHR,2,chemical
PVCL,SIBDL,2,chemical
PVCL,SIBVL,7,chemical
PVCL,AVBL,7,chemical
PVCL,DB02,4,chemical
PVCL,AVG,2,chemical
PVCL,VB08,1,chemical
PVCL,RID,12,chemical
PVCL,AS01,1,chemical
PVCL,DB07,5,chemical
PVCL,AVEL,2,chemical
PVCL,AVAR,7,chemical
PVCL,VB06,2,chemical
PVCL,PVCR,10,chemical
PVCL,VB04,3,chemical
PVCL,AVDL,7,chemical
PVCL,AS02,1,chemical
PVCL,VB07,1,chemical
AVBR,AVER,2,chemical
AVBR,VA07,1,chemical
AVBR,AS05,2,chemical
AVBR,AVJL,2,chemical
AVBR,AVAL,10,chemical
AVBR,VD03,2,chemical
AVBR,AIBR,1,chemical
AVBR,AS10,1,chemical
AVBR,AVBL,2,chemical
AVBR,AS03,3,chemical
AVBR,AS01,2,chemical
AVBR,AVAR,14,chemical
AVBR,VA04,2,chemical
AVBR,DA07,1,chemical
AVBR,HSNR,1,chemical
AVBR,AVDL,4,chemical
AVBR,DA03,3,chemical
AVBR,AS04,1,chemical
DA01,VD02,4,chemical
DA01,FLPR,2,chemical
DA01,VD01,13,chemical
DA01,DB01,1,chemical
DA01,DD01,12,chemical
DA01,AS01,13,chemical
PDER,PVCL,1,chemical
PDER,DVA,1,chemical
PDER,AVKL,16,chemical
PDER,VB02,1,chemical
PDER,PVCR,1,chemical
PDER,PVM,1,chemical
PVNR,URBL,2,chemical
PVNR,CEPDL,2,chemical
PVNR,PVWL,9,chemical
PVNR,AVJR,1,chemical
PVNR,VC02,1,chemical
PVNR,AVDR,2,chemical
PVNR,AVJL,1,chemical
PVNR,AVL,3,chemical
PVNR,DB03,1,chemical
PVNR,ALML,2,chemical
PVNR,AVBR,1,chemical
PVNR,PVNR,1,chemical
PVNR,AVAL,5,chemical
PVNR,VD03,3,chemical
PVNR,PVR,1,chemical
PVNR,VA11,1,chemical
PVNR,PQR,4,chemical
PVNR,DD02,1,chemical
PVNR,URXL,2,chemical
PVNR,BDUL,1,chemical
PVNR,VD04,6,chemical
PVNR,VD07,1,chemical
PVNR,VA05,1,chemical
PVNR,VD12,1,chemical
PVNR,AVEL,5,chemical
PVNR,VD13,1,chemical
PVNR,PVWR,2,chemical
PVNR,PVCR,2,chemical
PVNR,PVDR,5,chemical
PVNR,HSNR,1,chemical
PVNR,PVT,3,chemical
PVNR,AVDL,1,chemical
PVNR,VD06,1,chemical
DA08,VD11,5,chemical
DA08,DD05,4,chemical
DA08,DD04,4,chemical
DA08,VD09,5,chemical
DA08,VD12,5,chemical
DA08,DB07,1,chemical
DA08,VD13,5,chemical
DA08,DA07,1,chemical
DA08,VD10,7,chemical
DA08,VD08,5,chemical
SMBVR,SIAVR,1,chemical
SMBVR,PLNR,5,chemical
SMBVR,SMBDR,2,chemical
SMBVR,ADLR,2,chemical
SMBVR,RMDR,3,chemical
SMBVR,PVR,2,chemical
SMBVR,AVHL,2,chemical
SMBVR,CEPVR,8,chemical
SMBVR,RMEV,8,chemical
SMBVR,RMGR,3,chemical
SMBVR,RIAR,1,chemical
SMBVR,RMDL,2,chemical
SMBVR,SAADR,12,chemical
RMHL,SAAVL,1,chemical
RMHL,RMDR,1,chemical
RMHL,RICL,1,chemical
RMHL,RMDDL,2,chemical
RMHL,URXR,1,chemical
RMHL,IL1R,2,chemical
RMHL,RID,1,chemical
RMHL,AVAR,1,chemical
RMHL,RICR,1,chemical
AVAL,AVER,2,chemical
AVAL,SABVL,2,chemical
AVAL,DA09,3,chemical
AVAL,LUAL,6,chemical
AVAL,VA09,7,chemical
AVAL,VA07,7,chemical
AVAL,DA05,14,chemical
AVAL,AS05,6,chemical
AVAL,VA02,8,chemical
AVAL,AVDR,2,chemical
AVAL,DA02,10,chemical
AVAL,DA04,12,chemical
AVAL,PVCL,21,chemical
AVAL,DA01,6,chemical
AVAL,DA08,5,chemical
AVAL,DA06,1,chemical
AVAL,DB05,2,chemical
AVAL,VA11,6,chemical
AVAL,VA12,5,chemical
AVAL,AS11,8,chemical
AVAL,AS08,6,chemical
AVAL,VA10,9,chemical
AVAL,PVNL,1,chemical
AVAL,VA01,2,chemical
AVAL,RIAL,3,chemical
AVAL,AS10,5,chemical
AVAL,VA06,8,chemical
AVAL,AVBL,2,chemical
AVAL,LUAR,2,chemical
AVAL,VA03,6,chemical
AVAL,AS07,6,chemical
AVAL,VA05,7,chemical
AVAL,DB07,2,chemical
AVAL,AVEL,1,chemical
AVAL,AVAR,12,chemical
AVAL,VA04,7,chemical
AVAL,PVCR,16,chemical
AVAL,VA08,7,chemical
AVAL,DA07,4,chemical
AVAL,AVDL,3,chemical
AVAL,AS02,2,chemical
AVAL,DA03,12,chemical
AVAL,AS04,2,chemical
DA06,DD03,7,chemical
DA06,DA05,1,chemical
DA06,DB05,1,chemical
DA06,VD05,3,chemical
DA06,VD04,3,chemical
DA06,VD07,13,chemical
DA06,VD06,13,chemical
AVHR,AVJR,5,chemical
AVHR,AVFL,2,chemical
AVHR,ADLR,3,chemical
AVHR,AVDR,1,chemical
AVHR,SMBVL,1,chemical
AVHR,AWBL,1,chemical
AVHR,AVBR,1,chemical
AVHR,AVAL,1,chemical
AVHR,DVA,1,chemical
AVHR,AVHL,1,chemical
AVHR,AQR,1,chemical
AVHR,AVFR,2,chemical
AVHR,ASKR,1,chemical
AVHR,AVBL,3,chemical
AVHR,AVG,1,chemical
AVHR,SMBDL,3,chemical
AVHR,PVPL,9,chemical
AVHR,RIR,8,chemical
AVHR,RIGL,1,chemical
VD03,VB02,2,chemical
VD03,VA03,4,chemical
VD03,DD01,6,chemical
VD03,VB03,1,chemical
ALA,AVER,4,chemical
ALA,PVDL,75,chemical
ALA,AVDR,1,chemical
ALA,RMDR,3,chemical
ALA,AVEL,8,chemical
ALA,RIAR,2,chemical
ALA,PVDR,75,chemical
ALA,ASJR,4,chemical
OLQDR,RMER,1,chemical
OLQDR,RIH,2,chemical
OLQDR,RICL,2,chemical
OLQDR,RMDDL,11,chemical
OLQDR,SIBVR,6,chemical
OLQDR,IL1DR,1,chemical
OLQDR,RMHR,3,chemical
OLQDR,RICR,2,chemical
DVA,AVER,17,chemical
DVA,PDEL,2,chemical
DVA,SMBDR,6,chemical
DVA,URYDL,3,chemical
DVA,SAAVL,3,chemical
DVA,VA02,2,chemical
DVA,AVDR,2,chemical
DVA,AUAR,8,chemical
DVA,SMBVL,5,chemical
DVA,VB11,2,chemical
DVA,AIZR,3,chemical
DVA,DA02,1,chemical
DVA,DB03,3,chemical
DVA,RIMR,5,chemical
DVA,SAAVR,1,chemical
DVA,PVCL,4,chemical
DVA,AVBR,1,chemical
DVA,SMBVR,6,chemical
DVA,AVAL,6,chemical
DVA,PVR,2,chemical
DVA,DB04,1,chemical
DVA,AQR,6,chemical
DVA,VA12,1,chemical
DVA,AUAL,4,chemical
DVA,SMDVL,1,chemical
DVA,URXL,1,chemical
DVA,RIAL,3,chemical
DVA,VA06,1,chemical
DVA,AVBL,1,chemical
DVA,AIZL,5,chemical
DVA,PVPR,3,chemical
DVA,DB02,2,chemical
DVA,SMBDL,6,chemical
DVA,RIR,4,chemical
DVA,VB01,1,chemical
DVA,DB07,1,chemical
DVA,AVEL,19,chemical
DVA,AVAR,2,chemical
DVA,PVCR,1,chemical
DVA,VA08,1,chemical
DVA,RIAR,4,chemical
DVA,SAADR,5,chemical
DVA,SABD,2,chemical
DVA,VB07,1,chemical
PHAL,AVFL,4,chemical
PHAL,PHBR,10,chemical
PHAL,AVDR,2,chemical
PHAL,PHAR,13,chemical
PHAL,DA08,3,chemical
PHAL,AVHR,1,chemical
PHAL,DVA,2,chemical
PHAL,PHBL,7,chemical
PHAL,AVHL,4,chemical
PHAL,AVG,11,chemical
PHAL,PVQL,3,chemical
AIYR,AWBR,1,chemical
AIYR,AIZR,70,chemical
AIYR,AFDR,1,chemical
AIYR,AINL,1,chemical
AIYR,ADFR,1,chemical
AIYR,ASEL,2,chemical
AIYR,ASGR,2,chemical
AIYR,BAGR,1,chemical
AIYR,RIBR,60,chemical
AIYR,RIVR,1,chemical
AIYR,AWAR,1,chemical
AIYR,AIYL,7,chemical
AIYR,RIAR,50,chemical
AIYR,ASER,4,chemical
AINL,BAGL,5,chemical
AINL,SAAVL,3,chemical
AINL,AUAR,2,chemical
AINL,RIBL,2,chemical
AINL,AFDR,10,chemical
AINL,RMFL,1,chemical
AINL,ASEL,1,chemical
AINL,RMDVL,3,chemical
AINL,ASGR,1,chemical
AINL,ASIL,11,chemical
AINL,RIBR,3,chemical
AINL,AIAR,1,chemical
AINL,RID,2,chemical
PLML,VA09,6,chemical
PLML,PDEL,16,chemical
PLML,AVDR,5,chemical
PLML,PDER,19,chemical
PLML,AVAL,4,chemical
PLML,DVA,9,chemical
PLML,AVAR,5,chemical
OLQVL,AVDR,1,chemical
OLQVL,RMHL,2,chemical
OLQVL,AVAL,1,chemical
OLQVL,SIAVL,9,chemical
OLQVL,SIBDL,13,chemical
OLQVL,RMDVR,14,chemical
OLQVL,RICL,4,chemical
OLQVL,IL2L,1,chemical
DB05,DA08,1,chemical
DB05,DA06,3,chemical
DB05,VD05,3,chemical
DB05,AS08,2,chemical
DB05,VD04,3,chemical
DB05,AS07,3,chemical
DB05,VD07,13,chemical
DB05,DA07,12,chemical
DB05,VD06,13,chemical
URAVR,RMER,4,chemical
URAVR,URYVR,1,chemical
URAVR,IL1VR,9,chemical
URAVR,RMDDR,1,chemical
URAVR,RIH,1,chemical
URAVR,ADAR,1,chemical
URAVR,RIPR,13,chemical
URAVR,RMDVL,1,chemical
URAVR,IL1R,2,chemical
URAVR,RMEV,2,chemical
URAVR,RMEL,1,chemical
URAVR,IL2VR,3,chemical
URAVR,PVT,3,chemical
VC06,DD06,6,chemical
VC06,VD11,10,chemical
VC06,AVL,4,chemical
VC06,PVNR,4,chemical
VC06,AVG,2,chemical
VC06,VD12,7,chemical
PVR,DA09,2,chemical
PVR,AVJR,5,chemical
PVR,DA05,1,chemical
PVR,IL1VR,9,chemical
PVR,AVJL,11,chemical
PVR,DB03,3,chemical
PVR,PVCL,4,chemical
PVR,AVBR,17,chemical
PVR,PDER,1,chemical
PVR,DVA,2,chemical
PVR,PVR,1,chemical
PVR,ADAR,1,chemical
PVR,DB04,1,chemical
PVR,RIPR,19,chemical
PVR,AVKL,1,chemical
PVR,CEPVR,2,chemical
PVR,AVBL,17,chemical
PVR,ALMR,2,chemical
PVR,DB02,2,chemical
PVR,IL1VL,9,chemical
PVR,DB07,2,chemical
PVR,RIPL,16,chemical
PVR,IL1DR,5,chemical
PVR,SDQR,5,chemical
PVR,URADL,3,chemical
PVR,PVM,1,chemical
PVR,SABD,2,chemical
PVR,VB07,1,chemical
PVR,VB03,2,chemical
FLPR,AVER,7,chemical
FLPR,AVJR,2,chemical
FLPR,AVDR,8,chemical
FLPR,AVJL,2,chemical
FLPR,PVCL,2,chemical
FLPR,AVBR,11,chemical
FLPR,AVAL,23,chemical
FLPR,DVA,6,chemical
FLPR,ADAR,1,chemical
FLPR,ADAL,1,chemical
FLPR,FLPL,14,chemical
FLPR,AVBL,30,chemical
FLPR,VB01,1,chemical
FLPR,AVEL,21,chemical
FLPR,AVAR,10,chemical
FLPR,AVDL,25,chemical
FLPR,ADER,6,chemical
RMFL,BAGL,1,chemical
RMFL,RMDR,13,chemical
RMFL,RIMR,2,chemical
RMFL,SAAVR,1,chemical
RMFL,RIS,1,chemical
RMFL,RMHL,2,chemical
RMFL,AVKR,14,chemical
RMFL,AVKL,9,chemical
RMFL,SMDVL,1,chemical
RMFL,DVC,1,chemical
RMFL,RIBR,1,chemical
RMFL,PVT,3,chemical
AVKR,SIADL,3,chemical
AVKR,SMDVR,1,chemical
AVKR,RIML,5,chemical
AVKR,RMDR,2,chemical
AVKR,RIMR,3,chemical
AVKR,SAADL,2,chemical
AVKR,RMFL,2,chemical
AVKR,RMGL,2,chemical
AVKR,AVKL,3,chemical
AVKR,SMDDR,3,chemical
AVKR,BDUL,3,chemical
AVKR,SMBDL,3,chemical
AVKR,PVPL,1,chemical
AVKR,PVQL,1,chemical
AVKR,RIGL,1,chemical
AVKR,RMHR,1,chemical
AVKR,RMDL,1,chemical
AVKR,PVM,2,chemical
ADFR,AWBR,4,chemical
ADFR,SMBDR,2,chemical
ADFR,BAGL,6,chemical
ADFR,URYVR,2,chemical
ADFR,AUAR,9,chemical
ADFR,RIGR,24,chemical
ADFR,AIZR,37,chemical
ADFR,AFDR,1,chemical
ADFR,RIH,2,chemical
ADFR,SMBVR,19,chemical
ADFR,AIYR,2,chemical
ADFR,ADFR,1,chemical
ADFR,ADAR,4,chemical
ADFR,AVHL,1,chemical
ADFR,ASHR,6,chemical
ADFR,OLQVR,1,chemical
ADFR,AWCR,1,chemical
ADFR,PVPR,1,chemical
ADFR,URXR,10,chemical
ADFR,RIR,7,chemical
ADFR,AWAR,1,chemical
ADFR,RIAR,61,chemical
PHBL,PHBR,4,chemical
PHBL,AVDR,1,chemical
PHBL,PVCL,71,chemical
PHBL,DA08,1,chemical
PHBL,AVAL,48,chemical
PHBL,VA12,5,chemical
PHBL,AS11,1,chemical
PHBL,PVNL,1,chemical
PHBL,AVG,1,chemical
PHBL,AVAR,33,chemical
PHBL,AVDL,6,chemical
SIAVL,SMDVR,10,chemical
SIAVL,PLNL,10,chemical
SIAVL,SMBVL,2,chemical
SIAVL,SIBVR,2,chemical
SIAVL,ADEL,1,chemical
SIAVL,IL2L,1,chemical
AVM,AVJR,1,chemical
AVM,VA02,1,chemical
AVM,AVDR,1,chemical
AVM,PVCL,10,chemical
AVM,AVBR,9,chemical
AVM,DA01,2,chemical
AVM,PVNR,3,chemical
AVM,PVR,6,chemical
AVM,AVHL,3,chemical
AVM,AVKL,1,chemical
AVM,SIBVL,4,chemical
AVM,PVNL,4,chemical
AVM,AVBL,13,chemical
AVM,BDUL,3,chemical
AVM,BDUR,5,chemical
AVM,RID,2,chemical
AVM,PVCR,17,chemical
AVM,AVDL,1,chemical
AVM,ADER,4,chemical
AVM,VB03,1,chemical
VA11,DD06,19,chemical
VA11,VB10,6,chemical
VA11,VD11,5,chemical
VA11,PVNR,1,chemical
VA11,AS08,10,chemical
VA11,AS07,2,chemical
VA11,VD12,3,chemical
VA11,AS09,1,chemical
ADAR,AIBL,1,chemical
ADAR,RIFR,1,chemical
ADAR,AVDR,3,chemical
ADAR,AVJL,13,chemical
ADAR,RIMR,15,chemical
ADAR,AVBR,15,chemical
ADAR,PVR,6,chemical
ADAR,RIPR,9,chemical
ADAR,AIBR,3,chemical
ADAR,ASHR,2,chemical
ADAR,SMDVL,1,chemical
ADAR,AVBL,8,chemical
ADAR,RIVR,5,chemical
ADAR,URXR,2,chemical
ADAR,URYDR,2,chemical
ADAR,AVEL,1,chemical
ADAR,AVAR,8,chemical
ADAR,AVDL,2,chemical
IL2DL,RMED,2,chemical
IL2DL,RMER,8,chemical
IL2DL,RIBL,1,chemical
IL2DL,RIH,2,chemical
IL2DL,AVBR,2,chemical
IL2DL,RMHL,1,chemical
IL2DL,IL2DL,2,chemical
IL2DL,OLQDL,2,chemical
IL2DL,AUAL,2,chemical
IL2DL,RMEV,1,chemical
IL2DL,RMEL,11,chemical
IL2DL,IL1DL,17,chemical
IL2DL,RIPL,28,chemical
IL2DL,URADL,8,chemical
URBR,SIADL,3,chemical
URBR,SIAVR,3,chemical
URBR,CEPDR,1,chemical
URBR,ADLR,2,chemical
URBR,RMDR,1,chemical
URBR,AVBR,1,chemical
URBR,SMBVR,1,chemical
URBR,OLQDR,2,chemical
URBR,ADAR,5,chemical
URBR,OLLR,1,chemical
URBR,CEPVR,4,chemical
URBR,RICL,1,chemical
URBR,SIBVR,2,chemical
URBR,URXR,16,chemical
URBR,SMBDL,4,chemical
URBR,IL1R,5,chemical
URBR,RMGR,8,chemical
URBR,IL2R,3,chemical
URBR,IL1DR,2,chemical
URBR,AVDL,1,chemical
URBR,SIBDR,2,chemical
URBR,RMDL,1,chemical
URBR,RICR,1,chemical
URBR,ADER,1,chemical
IL2DR,RMED,3,chemical
IL2DR,URADR,5,chemical
IL2DR,CEPDR,2,chemical
IL2DR,RMER,11,chemical
IL2DR,OLQDR,2,chemical
IL2DR,RIPR,43,chemical
IL2DR,RICL,1,chemical
IL2DR,RMEV,5,chemical
IL2DR,RMEL,12,chemical
IL2DR,RIPL,1,chemical
IL2DR,IL1DR,28,chemical
IL2DR,RICR,2,chemical
URYVL,AVER,23,chemical
URYVL,AVJR,1,chemical
URYVL,SMDVR,13,chemical
URYVL,AVDR,2,chemical
URYVL,RIBL,9,chemical
URYVL,RIH,2,chemical
URYVL,RIS,1,chemical
URYVL,AVBR,1,chemical
URYVL,OLQVL,9,chemical
URYVL,ADAL,1,chemical
URYVL,RMDVR,17,chemical
URYVL,SIBVL,1,chemical
URYVL,URXL,2,chemical
URYVL,RIAL,2,chemical
URYVL,CEPVL,3,chemical
URYVL,OLLL,9,chemical
URYVL,RMDDL,23,chemical
URYVL,SIBVR,4,chemical
URYVL,IL1VL,1,chemical
URYVL,RID,4,chemical
AVHL,PVQR,3,chemical
AVHL,AVJR,1,chemical
AVHL,AWBR,3,chemical
AVHL,AVFL,1,chemical
AVHL,SMBDR,4,chemical
AVHL,RIFR,1,chemical
AVHL,AVJL,4,chemical
AVHL,RIMR,1,chemical
AVHL,AVBR,1,chemical
AVHL,SMBVR,4,chemical
AVHL,AVHR,1,chemical
AVHL,ADFR,5,chemical
AVHL,ASHR,1,chemical
AVHL,AVFR,5,chemical
AVHL,AVBL,2,chemical
AVHL,PVPR,2,chemical
AVHL,PVPL,1,chemical
AVHL,RIR,2,chemical
AVHL,VD01,1,chemical
AVHL,BDUR,1,chemical
AVHL,DD01,1,chemical
AVHL,AVAR,1,chemical
AVHL,AVDL,1,chemical
AVHL,SABD,1,chemical
VD05,DD03,1,chemical
VD05,VA06,1,chemical
VD05,VA05,2,chemical
VD05,VB01,1,chemical
VD05,AVAR,1,chemical
VD05,VB04,2,chemical
ADAL,AIBL,2,chemical
ADAL,AVJR,11,chemical
ADAL,SMDVR,3,chemical
ADAL,RIML,9,chemical
ADAL,AVDR,2,chemical
ADAL,AVBR,21,chemical
ADAL,AVAL,3,chemical
ADAL,ADAL,6,chemical
ADAL,AIBR,2,chemical
ADAL,ADLL,2,chemical
ADAL,RICL,3,chemical
ADAL,URXL,2,chemical
ADAL,URAVL,1,chemical
ADAL,AVBL,5,chemical
ADAL,AIAL,2,chemical
ADAL,PVPL,1,chemical
ADAL,AVEL,3,chemical
ADAL,AVAR,7,chemical
ADAL,RIPL,4,chemical
ADAL,AVDL,1,chemical
ADAL,RICR,1,chemical
PQR,AVJR,1,chemical
PQR,AVDR,20,chemical
PQR,PVCL,1,chemical
PQR,DA08,1,chemical
PQR,AVAL,23,chemical
PQR,PHBL,2,chemical
PQR,AVHL,1,chemical
PQR,AS11,2,chemical
PQR,PVNL,2,chemical
PQR,LUAR,3,chemical
PQR,PVPR,1,chemical
PQR,AVG,1,chemical
PQR,DB07,2,chemical
PQR,AVAR,26,chemical
PQR,PVCR,1,chemical
PQR,AVDL,15,chemical
DB04,DD06,2,chemical
DB04,DD03,9,chemical
DB04,DA05,3,chemical
DB04,DD05,9,chemical
DB04,DD04,2,chemical
DB04,AS06,2,chemical
DB04,VD06,14,chemical
RIPR,RIH,1,chemical
RIPR,AVBR,2,chemical
RIPR,OLQDR,3,chemical
RIPR,URAVR,1,chemical
RIPR,ADFR,1,chemical
RIPR,URBR,1,chemical
RIPR,OLQVR,2,chemical
RIPR,BAGR,2,chemical
RIPR,IL1R,1,chemical
AQR,BAGL,8,chemical
AQR,AVDR,2,chemical
AQR,AVJL,3,chemical
AQR,PVCL,1,chemical
AQR,AVBR,12,chemical
AQR,AVAL,4,chemical
AQR,DVA,6,chemical
AQR,URXL,5,chemical
AQR,RIAL,8,chemical
AQR,AVBL,7,chemical
AQR,BAGR,5,chemical
AQR,PVPR,1,chemical
AQR,PVPL,3,chemical
AQR,RIR,1,chemical
AQR,RIGL,1,chemical
AQR,AVAR,6,chemical
AQR,PVCR,4,chemical
AQR,RIAR,4,chemical
AQR,AVDL,3,chemical
AIBR,SMDDL,17,chemical
AIBR,SIADL,1,chemical
AIBR,RIML,47,chemical
AIBR,ADLR,1,chemical
AIBR,RIBL,11,chemical
AIBR,RIMR,5,chemical
AIBR,SAADL,2,chemical
AIBR,SAAVR,1,chemical
AIBR,AVBR,13,chemical
AIBR,DVA,1,chemical
AIBR,AIYR,1,chemical
AIBR,RMFL,1,chemical
AIBR,AQR,1,chemical
AIBR,SIBDL,1,chemical
AIBR,AUAL,1,chemical
AIBR,SMDVL,7,chemical
AIBR,RIAL,2,chemical
AIBR,AWCR,1,chemical
AIBR,AIAR,1,chemical
AIBR,VB01,3,chemical
AIBR,RIGL,1,chemical
AIBR,AVEL,4,chemical
AIBR,AVAR,2,chemical
AIBR,SIBDR,1,chemical
AIBR,RICR,1,chemical
AIBR,SAADR,2,chemical
ASHL,AIBL,13,chemical
ASHL,AVFL,2,chemical
ASHL,RIML,4,chemical
ASHL,AVDR,20,chemical
ASHL,ASKL,1,chemical
ASHL,AVAL,15,chemical
ASHL,AVHR,2,chemical
ASHL,ADAL,2,chemical
ASHL,ADLL,6,chemical
ASHL,URXL,2,chemical
ASHL,RIAL,9,chemical
ASHL,AVBL,14,chemical
ASHL,AIZL,3,chemical
ASHL,AIAL,24,chemical
ASHL,ADFL,6,chemical
ASHL,RIR,4,chemical
ASHL,HSNL,2,chemical
ASHL,AVAR,1,chemical
ASHL,RIPL,4,chemical
ASHL,AVDL,7,chemical
VA12,DD06,2,chemical
VA12,DA09,17,chemical
VA12,LUAL,2,chemical
VA12,VB11,4,chemical
VA12,PVCL,3,chemical
VA12,DA08,9,chemical
VA12,AVAL,3,chemical
VA12,VA11,4,chemical
VA12,AS11,6,chemical
VA12,AS08,2,chemical
VA12,AS10,6,chemical
VA12,VD12,7,chemical
VA12,DB07,10,chemical
VA12,VD13,12,chemical
VA12,PHCR,1,chemical
VA12,PVCR,4,chemical
VA12,AS09,8,chemical
ASHR,AVER,7,chemical
ASHR,ADLR,13,chemical
ASHR,AVDR,2,chemical
ASHR,AWBL,1,chemical
ASHR,PVCL,3,chemical
ASHR,AVBR,6,chemical
ASHR,SMBVR,7,chemical
ASHR,ADFR,3,chemical
ASHR,ADAR,5,chemical
ASHR,AVHL,1,chemical
ASHR,AIBR,7,chemical
ASHR,ASHR,2,chemical
ASHR,PVPR,1,chemical
ASHR,AIAR,28,chemical
ASHR,HSNL,4,chemical
ASHR,AWAR,1,chemical
ASHR,RMGR,6,chemical
ASHR,AVAR,10,chemical
ASHR,RIAR,3,chemical
ASHR,HSNR,5,chemical
ASHR,AVDL,27,chemical
DB06,DA09,1,chemical
DB06,DA08,4,chemical
DB06,AS08,2,chemical
DB06,VD09,10,chemical
DB06,VD07,10,chemical
DB06,AS09,1,chemical
DB06,VD08,12,chemical
AS11,DD06,2,chemical
AS11,VD12,20,chemical
AS11,DB07,1,chemical
AS11,VD13,3,chemical
IL1L,AVER,5,chemical
IL1L,URBL,1,chemical
IL1L,RMER,4,chemical
IL1L,RMDR,9,chemical
IL1L,RMGL,1,chemical
IL1L,RMDVR,5,chemical
IL1L,URAVL,4,chemical
IL1L,RMDVL,22,chemical
IL1L,OLLL,1,chemical
IL1L,RMDDL,20,chemical
IL1L,ADEL,3,chemical
IL1L,IL2L,1,chemical
FLPL,AIBL,3,chemical
FLPL,AVDR,34,chemical
FLPL,RIS,1,chemical
FLPL,AVBR,22,chemical
FLPL,AVAL,33,chemical
FLPL,DVA,1,chemical
